expr_id,input,target,description,tree_expr,pseudolatex,latex_expr
478,"reconocer entidades nombradas: Polinomio de sexto grado completo, con siete términos, con coeficiente principal (-31), ordenado de menor a mayor y con coeficientes enteros y fraccionarios","Polinomio [B-EXTYPE] de [O] sexto [B-ATVAL] grado [B-ATRIB] completo [B-EXCHAR] , [O] con [O] siete [B-ELCOUNT] términos [B-ELEM] , [O] con [O] coeficiente [B-ELEM] principal [I-ELEM] ( [O] -31 [B-ELVAL] ) [O] , [O] ordenado [B-EXCHAR] de [O] menor [O] a [O] mayor [O] y [O] con [O] coeficientes [B-ELEM] enteros [B-NSET] y [O] fraccionarios [B-NSET]","Polinomio de sexto grado completo, con siete términos, con coeficiente principal (-31), ordenado de menor a mayor y con coeficientes enteros y fraccionarios",SUM NEG VR NEG MUL VR x E NEG MUL VR POW x 2 E NEG MUL VR POW x 3 E NEG MUL VR POW x 4 E NEG MUL VR POW x 5 E NEG MUL 31 POW x 6 E E,- VR - VRx - VRx^{2} - VRx^{3} - VRx^{4} - VRx^{5} - VRx^{6},- 40 - 9x - 15x^{2} - \frac{5}{1}x^{3} - \frac{2}{6}x^{4} - \frac{10}{1}x^{5} - 31x^{6}
358,"reconocer entidades nombradas: un polinomio de siete términos completo, de sexto grado siendo las constantes que acompañan a las variables números naturales","un [O] polinomio [B-EXTYPE] de [O] siete [B-ELCOUNT] términos [B-ELEM] completo [B-EXCHAR] , [O] de [O] sexto [B-ATVAL] grado [B-ATRIB] siendo [O] las [O] constantes [B-ELEM] que [O] acompañan [O] a [O] las [O] variables [O] números [O] naturales [B-NSET]","un polinomio de siete términos completo, de sexto grado siendo las constantes que acompañan a las variables números naturales",SUM MUL VN POW x 4 E VN MUL VN x E MUL VN POW x 3 E MUL VN POW x 6 E MUL VN POW x 5 E MUL VN POW x 2 E E,VNx^{4} + VN + VNx + VNx^{3} + VNx^{6} + VNx^{5} + VNx^{2},15x^{4} + 38 + 23x + 9x^{3} + 40x^{6} + 29x^{5} + 25x^{2}
217,reconocer entidades nombradas: Polinomio fraccionario de séptimo grado completo,Polinomio [B-ATVAL] fraccionario [B-NSET] de [O] grado [B-ATRIB] 7 [B-ATVAL] completo [B-EXCHAR],Polinomio fraccionario de séptimo grado completo,SUM NEG VR NEG MUL VR x E NEG MUL VR POW x 2 E NEG MUL VR POW x 3 E NEG MUL VR POW x 4 E NEG MUL VR POW x 5 E NEG MUL VR POW x 6 E NEG MUL VR POW x 7 E E,- VR - VRx - VRx^{2} - VRx^{3} - VRx^{4} - VRx^{5} - VRx^{6} - VRx^{7},- \frac{3}{6} - \frac{1}{2}x - \frac{1}{3}x^{2} - \frac{5}{1}x^{3} - 19x^{4} - \frac{1}{6}x^{5} - \frac{10}{6}x^{6} - \frac{4}{1}x^{7}
479,"reconocer entidades nombradas: Polinomio de séptimo grado completo, con 8 términos, con coeficiente principal 3, ordenado de menor grado a mayor grado y con una mezcla de coeficientes enteros y fraccionarios","Polinomio [B-EXTYPE] de [O] séptimo [B-ATVAL] grado [B-ATRIB] completo [B-EXCHAR] , [O] con [O] 8 [B-ELCOUNT] términos [B-ELEM] , [O] con [O] coeficiente [B-ELEM] principal [I-ELEM] 3 [B-ELVAL] , [O] ordenado [B-EXCHAR] de [O] menor [O] grado [O] a [O] mayor [O] grado [O] y [O] con [O] una [O] mezcla [O] de [O] coeficientes [B-ELEM] enteros [B-NSET] y [O] fraccionarios [B-NSET]","Polinomio de séptimo grado completo, con 8 términos, con coeficiente principal 3, ordenado de menor grado a mayor grado y con una mezcla de coeficientes enteros y fraccionarios",SUM VR MUL VR x E MUL VR POW x 2 E MUL VR POW x 3 E MUL VR POW x 4 E MUL VR POW x 5 E MUL VR POW x 6 E MUL FRAC 3 1 POW x 7 E E,VR + VRx + VRx^{2} + VRx^{3} + VRx^{4} + VRx^{5} + VRx^{6} + VRx^{7},\frac{7}{8} + \frac{5}{1}x + 39x^{2} + 16.9x^{3} + \frac{7}{8}x^{4} + 27x^{5} + 39.4x^{6} + \frac{3}{1}x^{7}
130,reconocer entidades nombradas: Polinomio de séptimo grado completo,Polinomio [B-EXTYPE] de [O] séptimo [B-ATVAL] grado [B-ATRIB] completo [B-EXCHAR],Polinomio de séptimo grado completo,SUM NEG MUL VC POW x 7 E NEG MUL VC POW x 6 E NEG MUL VC POW x 5 E NEG MUL VC POW x 4 E NEG MUL VC POW x 3 E NEG MUL VC POW x 2 E NEG MUL VC x E NEG VC E,- VC.x^{7} - VC.x^{6} - VC.x^{5} - VC.x^{4} - VC.x^{3} - VC.x^{2} - VC.x - VC,- 8i.x^{7} - 22i.x^{6} - (13+2i).x^{5} - 5i.x^{4} - (1+16i).x^{3} - (4+1i).x^{2} - (19+12i).x - 2i
423,reconocer entidades nombradas: Polinomio de séptimo grado completo y ordenado de forma descendiente,Polinomio [B-EXTYPE] de [O] séptimo [B-ATVAL] grado [B-ATRIB] completo [B-EXCHAR] y [O] ordenado [B-EXCHAR] de [O] forma [O] descendiente [O],Polinomio de séptimo grado completo y ordenado de forma descendiente,SUM MUL VC POW x 7 E MUL VC POW x 6 E MUL VC POW x 5 E MUL VC POW x 4 E MUL VC POW x 3 E MUL VC POW x 2 E MUL VC x E VC E,VC.x^{7} + VC.x^{6} + VC.x^{5} + VC.x^{4} + VC.x^{3} + VC.x^{2} + VC.x + VC,(6+21i).x^{7} + (19+15i).x^{6} + (22+9i).x^{5} + 25i.x^{4} + (5+1i).x^{3} + 21i.x^{2} + 14i.x + 2i
11,reconocer entidades nombradas: polinomio de séptimo grado el mismo está desordenado pero completo,polinomio [B-EXTYPE] de [O] séptimo [B-ATVAL] grado [B-ATRIB] el [O] mismo [O] está [O] desordenado [B-EXCHAR] pero [O] completo [B-EXCHAR],polinomio de séptimo grado el mismo está desordenado pero completo,SUM MUL VN POW x 5 E MUL VN POW x 3 E MUL VN POW x 4 E NEG MUL VN POW x 7 E NEG VN MUL VN POW x 2 E MUL VN x E MUL VN POW x 6 E E,VNx^{5} + VNx^{3} + VNx^{4} - VNx^{7} - VN + VNx^{2} + VNx + VNx^{6},21x^{5} + 6x^{3} + 32x^{4} - 30x^{7} - 2 + 28x^{2} + 38x + 4x^{6}
13,reconocer entidades nombradas: Polinomio de séptimo grado completo con coeficientes enteros,Polinomio [B-EXTYPE] de [O] séptimo [B-ATVAL] grado [B-ATRIB] completo [B-EXCHAR] con [O] coeficientes [B-ELEM] enteros [B-NSET],Polinomio de séptimo grado completo con coeficientes enteros,SUM NEG MUL VN POW x 7 E NEG MUL VN POW x 6 E NEG MUL VN POW x 5 E MUL VN POW x 4 E MUL VN POW x 3 E MUL VN POW x 2 E MUL VN x E NEG VN E,- VNx^{7} - VNx^{6} - VNx^{5} + VNx^{4} + VNx^{3} + VNx^{2} + VNx - VN,- 33x^{7} - 20x^{6} - 3x^{5} + 31x^{4} + 4x^{3} + 29x^{2} + 28x - 40
17,"reconocer entidades nombradas: Polinomio de séptimo grado completo, con todos sus coeficientes negativos y enteros","Polinomio [B-EXTYPE] de [O] séptimo [B-ATVAL] grado [B-ATRIB] completo [B-EXCHAR] , [O] con [O] todos [O] sus [O] coeficientes [B-ELEM] negativos [B-ELCHAR] y [O] enteros [B-NSET]","Polinomio de séptimo grado completo, con todos sus coeficientes negativos y enteros",SUM NEG MUL VN POW x 7 E NEG MUL VN POW x 6 E NEG MUL VN POW x 5 E NEG MUL VN POW x 4 E NEG MUL VN POW x 3 E NEG MUL VN POW x 2 E NEG MUL VN x E NEG VN E,- VNx^{7} - VNx^{6} - VNx^{5} - VNx^{4} - VNx^{3} - VNx^{2} - VNx - VN,- 8x^{7} - 15x^{6} - 4x^{5} - 23x^{4} - 4x^{3} - 21x^{2} - 4x - 1
100,reconocer entidades nombradas: Polinomio de séptimo grado completo de 8 terminos,Polinomio [B-EXTYPE] de [O] séptimo [B-ATVAL] grado [B-ATRIB] completo [B-EXCHAR] de [O] 8 [B-ELCOUNT] terminos [B-ELEM],Polinomio de séptimo grado completo de 8 terminos,SUM MUL VN POW x 7 E MUL VN POW x 6 E MUL VN POW x 5 E MUL VN POW x 4 E MUL VN POW x 3 E MUL VN POW x 2 E MUL VN x E VN E,VNx^{7} + VNx^{6} + VNx^{5} + VNx^{4} + VNx^{3} + VNx^{2} + VNx + VN,25x^{7} + 17x^{6} + 33x^{5} + 29x^{4} + 13x^{3} + 40x^{2} + 25x + 16
500,reconocer entidades nombradas: Un polinomio de séptimo grado desordenado,Un [O] polinomio [B-EXTYPE] de [O] séptimo [B-ATVAL] grado [B-ATRIB] desordenado [B-EXCHAR],Un polinomio de séptimo grado desordenado,SUM MUL VN POW x 3 E VN MUL VN POW x 6 E MUL VN POW x 2 E MUL VN POW x 4 E MUL VN POW x 7 E MUL VN POW x 5 E MUL VN x E E,VNx^{3} + VN + VNx^{6} + VNx^{2} + VNx^{4} + VNx^{7} + VNx^{5} + VNx,20x^{3} + 19 + 40x^{6} + 7x^{2} + 23x^{4} + 9x^{7} + 20x^{5} + 9x
272,reconocer entidades nombradas: polinomio séptimo grado completo con coeficientes racionales,polinomio [B-EXTYPE] séptimo [B-ATVAL] grado [B-ATRIB] completo [B-EXCHAR] con [O] coeficientes [B-ELEM] racionales [B-NSET],polinomio séptimo grado completo con coeficientes racionales,SUM NEG MUL VF POW x 5 E NEG MUL VF x E NEG VF NEG MUL VF POW x 3 E NEG MUL VF POW x 7 E NEG MUL VF POW x 4 E NEG MUL VF POW x 2 E NEG MUL VF POW x 6 E E,- VFx^{5} - VFx - VF - VFx^{3} - VFx^{7} - VFx^{4} - VFx^{2} - VFx^{6},- \frac{5}{7}x^{5} - \frac{10}{6}x - \frac{11}{11} - \frac{3}{14}x^{3} - \frac{9}{18}x^{7} - \frac{2}{2}x^{4} - \frac{7}{20}x^{2} - \frac{10}{9}x^{6}
272,"reconocer entidades nombradas: Polinomio de séptimo grado completo, sin orden y con todos sus coeficientes fraccionarios negativos","Polinomio [B-EXTYPE] de [O] séptimo [B-ATVAL] grado [B-ATRIB] completo [B-EXCHAR] , [O] sin [B-EXCHAR] orden [I-EXCHAR] y [O] con [O] todos [O] sus [O] coeficientes [B-ELEM] fraccionarios [B-NSET] negativos [B-ELCHAR]","Polinomio de séptimo grado completo, sin orden y con todos sus coeficientes fraccionarios negativos",SUM NEG MUL VF POW x 5 E NEG MUL VF x E NEG VF NEG MUL VF POW x 3 E NEG MUL VF POW x 7 E NEG MUL VF POW x 4 E NEG MUL VF POW x 2 E NEG MUL VF POW x 6 E E,- VFx^{5} - VFx - VF - VFx^{3} - VFx^{7} - VFx^{4} - VFx^{2} - VFx^{6},- \frac{5}{7}x^{5} - \frac{10}{6}x - \frac{11}{11} - \frac{3}{14}x^{3} - \frac{9}{18}x^{7} - \frac{2}{2}x^{4} - \frac{7}{20}x^{2} - \frac{10}{9}x^{6}
440,reconocer entidades nombradas: Polinomio séptimo grado ordendo de forma de grado decreciente,Polinomio [B-EXTYPE] séptimo [B-ATVAL] grado [B-ATRIB] ordendo [B-EXCHAR] de [O] forma [O] de [O] grado [B-ATRIB] decreciente [B-ATVAL],Polinomio séptimo grado ordendo de forma de grado decreciente,SUM NEG MUL VF POW x 7 E NEG MUL VF POW x 6 E NEG MUL VF POW x 5 E NEG MUL VF POW x 4 E NEG MUL VF POW x 3 E NEG MUL VF POW x 2 E NEG MUL VF x E NEG VF E,- VFx^{7} - VFx^{6} - VFx^{5} - VFx^{4} - VFx^{3} - VFx^{2} - VFx - VF,- \frac{12}{11}x^{7} - \frac{8}{9}x^{6} - \frac{20}{18}x^{5} - \frac{10}{6}x^{4} - \frac{3}{20}x^{3} - \frac{14}{13}x^{2} - \frac{8}{4}x - \frac{16}{5}
448,"reconocer entidades nombradas: Polinomio de séptimo grado completo, con 8 términos, con coeficiente principal (4/3), con coeficientes fraccionarios desordenados.","Polinomio [B-EXTYPE] de [O] séptimo [B-ATVAL] grado [B-ATRIB] completo [B-EXCHAR] , [O] con [O] 8 [B-ELCOUNT] términos [B-ELEM] , [O] con [O] coeficiente [B-ELEM] principal [I-ELEM] ( [O] 4 [B-ELVAL] / [I-ELVAL] 3 [I-ELVAL] ) [O] , [O] con [O] coeficientes [B-ELEM] fraccionarios [B-NSET] desordenados [B-ELCHAR] . [O]","Polinomio de séptimo grado completo, con 8 términos, con coeficiente principal (4/3), con coeficientes fraccionarios desordenados.",SUM MUL VF POW x 3 E VF MUL VF POW x 6 E MUL VF POW x 5 E MUL VF POW x 2 E MUL VF x E MUL FRAC 4 3 POW x 7 E MUL VF POW x 4 E E,VFx^{3} + VF + VFx^{6} + VFx^{5} + VFx^{2} + VFx + VFx^{7} + VFx^{4},\frac{17}{6}x^{3} + \frac{7}{5} + \frac{5}{11}x^{6} + \frac{10}{10}x^{5} + \frac{11}{4}x^{2} + \frac{5}{19}x + \frac{4}{3}x^{7} + \frac{10}{4}x^{4}
542,"reconocer entidades nombradas: Polinomio de séptimo grado completo, desordenado con todos sus coeficientes fraccionarios y negativos","Polinomio [B-EXTYPE] de [O] séptimo [B-ATVAL] grado [B-ATRIB] completo [B-EXCHAR] , [O] desordenado [B-EXCHAR] con [O] todos [O] sus [O] coeficientes [B-ELEM] fraccionarios [B-NSET] y [O] negativos [B-ELCHAR]","Polinomio de séptimo grado completo, desordenado con todos sus coeficientes fraccionarios y negativos",SUM NEG MUL VF x E NEG MUL VF POW x 7 E NEG MUL VF POW x 2 E NEG MUL VF POW x 4 E NEG VF NEG MUL VF POW x 5 E NEG MUL VF POW x 6 E NEG MUL VF POW x 3 E E,- VFx - VFx^{7} - VFx^{2} - VFx^{4} - VF - VFx^{5} - VFx^{6} - VFx^{3},- \frac{8}{11}x - \frac{5}{6}x^{7} - \frac{19}{3}x^{2} - \frac{15}{3}x^{4} - \frac{2}{3} - \frac{13}{11}x^{5} - \frac{2}{15}x^{6} - \frac{18}{6}x^{3}
193,reconocer entidades nombradas: Polinomio de séptimo grado completo con coeficientes decimales negativos. Ordenado de forma descendiente,Polinomio [B-EXTYPE] de [O] séptimo [B-ATVAL] grado [B-ATRIB] completo [B-EXCHAR] con [O] coeficientes [B-ELEM] decimales [B-NSET] negativos. [B-ELCHAR] Ordenado [B-EXCHAR] de [O] forma [O] descendiente [O],Polinomio de séptimo grado completo con coeficientes decimales negativos. Ordenado de forma descendiente,SUM NEG MUL VD POW x 7 E NEG MUL VD POW x 6 E NEG MUL VD POW x 5 E NEG MUL VD POW x 4 E NEG MUL VD POW x 3 E NEG MUL VD POW x 2 E NEG MUL VD x E NEG VD E,- VDx^{7} - VDx^{6} - VDx^{5} - VDx^{4} - VDx^{3} - VDx^{2} - VDx - VD,- 34.6x^{7} - 9.5x^{6} - 12.1x^{5} - 24.2x^{4} - 15.2x^{3} - 8.0x^{2} - 28.6x - 4.4
193,reconocer entidades nombradas: Polinomio completo de séptimo grado con todos sus coeficientes decimales negativos. El polinomio está ordenado en orden descendente,Polinomio [B-EXTYPE] completo [B-EXCHAR] de [O] séptimo [B-ATVAL] grado [B-ATRIB] con [O] todos [O] sus [O] coeficientes [B-ELEM] decimales [B-NSET] negativos. [B-ELCHAR] El [O] polinomio [B-EXTYPE] está [O] ordenado [B-EXCHAR] en [O] orden [B-ATRIB] descendente [B-ATVAL],Polinomio completo de séptimo grado con todos sus coeficientes decimales negativos. El polinomio está ordenado en orden descendente,SUM NEG MUL VD POW x 7 E NEG MUL VD POW x 6 E NEG MUL VD POW x 5 E NEG MUL VD POW x 4 E NEG MUL VD POW x 3 E NEG MUL VD POW x 2 E NEG MUL VD x E NEG VD E,- VDx^{7} - VDx^{6} - VDx^{5} - VDx^{4} - VDx^{3} - VDx^{2} - VDx - VD,- 34.6x^{7} - 9.5x^{6} - 12.1x^{5} - 24.2x^{4} - 15.2x^{3} - 8.0x^{2} - 28.6x - 4.4
419,reconocer entidades nombradas: Polinomio séptimo grado desordenado completo,Polinomio [B-EXTYPE] séptimo [B-ATVAL] grado [B-ATRIB] desordenado [B-EXCHAR] completo [B-EXCHAR],Polinomio séptimo grado desordenado completo,SUM MUL VD POW x 3 E NEG MUL VD POW x 7 E NEG MUL VD POW x 6 E NEG MUL VD POW x 2 E MUL VD x E NEG MUL VD POW x 4 E VD MUL VD POW x 5 E E,VDx^{3} - VDx^{7} - VDx^{6} - VDx^{2} + VDx - VDx^{4} + VD + VDx^{5},35.6x^{3} - 16.6x^{7} - 6.2x^{6} - 31.8x^{2} + 14.5x - 6.8x^{4} + 30.2 + 35.7x^{5}
139,"reconocer entidades nombradas: Polinomio incompleto de séptimo grado con dos términos, el coeficiente principal y el término independiente","Polinomio [B-EXTYPE] incompleto [B-EXCHAR] de [O] séptimo [B-ATVAL] grado [B-ATRIB] con [O] dos [B-ELCOUNT] términos [B-ELEM] , [O] el [O] coeficiente [B-ELEM] principal [I-ELEM] y [O] el [O] término [B-ELEM] independiente [I-ELEM]","Polinomio incompleto de séptimo grado con dos términos, el coeficiente principal y el término independiente",SUM MUL VN POW x 7 E VN E,VNx^{7} + VN,95x^{7} + 42
54,"reconocer entidades nombradas: Polinomio en indeterminada z, de séptimo grado con coeficientes negativos, y solo los términos lineal y principal","Polinomio [B-EXTYPE] en [O] indeterminada [B-ELEM] z [B-VAR] , [O] de [O] séptimo [B-ATVAL] grado [B-ATRIB] con [O] coeficientes [B-ELEM] negativos [B-ELCHAR] , [O] y [O] solo [O] los [O] términos [B-ELEM] lineal [I-ELEM] y [O] principal [B-ELEM]","Polinomio en indeterminada z, de séptimo grado con coeficientes negativos, y solo los términos lineal y principal",SUM NEG MUL VN z E NEG MUL VN POW z 7 E E,- VNz - VNz^{7},- 15z - 2z^{7}
389,reconocer entidades nombradas: Polinomio de séptimo grado incompleto en indeterminada z,Polinomio [B-EXTYPE] de [O] séptimo [B-ATVAL] grado [B-ATRIB] incompleto [B-EXCHAR] en [O] indeterminada [B-ELEM] z [B-VAR],Polinomio de séptimo grado incompleto en indeterminada z,SUM NEG MUL VF z E NEG MUL VN POW z 5 E VF NEG MUL VN POW z 6 E NEG MUL VN POW z 2 E MUL VN POW z 7 E E,- VFz - VNz^{5} + VF - VNz^{6} - VNz^{2} + VNz^{7},- \frac{10}{7}z - 13z^{5} + \frac{10}{5} - 12z^{6} - 13z^{2} + 15z^{7}
479,"reconocer entidades nombradas: Polinomio de séptimo grado completo, con ocho términos, con coeficiente principal 3, ordenado de menor grado a mayor grado y con una mezcla de coeficientes enteros y fraccionarios","Polinomio [B-EXTYPE] de [O] séptimo [B-ATVAL] grado [B-ATRIB] completo [B-EXCHAR] , [O] con [O] ocho [B-ELCOUNT] términos [B-ELEM] , [O] con [O] coeficiente [B-ELEM] principal [I-ELEM] 3 [B-ELVAL] , [O] ordenado [B-EXCHAR] de [O] menor [O] grado [O] a [O] mayor [O] grado [O] y [O] con [O] una [O] mezcla [O] de [O] coeficientes [B-ELEM] enteros [B-NSET] y [O] fraccionarios [B-NSET]","Polinomio de séptimo grado completo, con ocho términos, con coeficiente principal 3, ordenado de menor grado a mayor grado y con una mezcla de coeficientes enteros y fraccionarios",SUM VR MUL VR x E MUL VR POW x 2 E MUL VR POW x 3 E MUL VR POW x 4 E MUL VR POW x 5 E MUL VR POW x 6 E MUL FRAC 3 1 POW x 7 E E,VR + VRx + VRx^{2} + VRx^{3} + VRx^{4} + VRx^{5} + VRx^{6} + VRx^{7},\frac{7}{8} + \frac{5}{1}x + 39x^{2} + 16.9x^{3} + \frac{7}{8}x^{4} + 27x^{5} + 39.4x^{6} + \frac{3}{1}x^{7}
100,reconocer entidades nombradas: Polinomio de séptimo grado completo de ocho terminos,Polinomio [B-EXTYPE] de [O] séptimo [B-ATVAL] grado [B-ATRIB] completo [B-EXCHAR] de [O] ocho [B-ELCOUNT] terminos [B-ELEM],Polinomio de séptimo grado completo de ocho terminos,SUM MUL VN POW x 7 E MUL VN POW x 6 E MUL VN POW x 5 E MUL VN POW x 4 E MUL VN POW x 3 E MUL VN POW x 2 E MUL VN x E VN E,VNx^{7} + VNx^{6} + VNx^{5} + VNx^{4} + VNx^{3} + VNx^{2} + VNx + VN,25x^{7} + 17x^{6} + 33x^{5} + 29x^{4} + 13x^{3} + 40x^{2} + 25x + 16
448,"reconocer entidades nombradas: Polinomio de séptimo grado completo, con ocho términos, con coeficiente principal (4/3), con coeficientes fraccionarios desordenados.","Polinomio [B-EXTYPE] de [O] séptimo [B-ATVAL] grado [B-ATRIB] completo [B-EXCHAR] , [O] con [O] ocho [B-ELCOUNT] términos [B-ELEM] , [O] con [O] coeficiente [B-ELEM] principal [I-ELEM] ( [O] 4 [B-ELVAL] / [I-ELVAL] 3 [I-ELVAL] ) [O] , [O] con [O] coeficientes [B-ELEM] fraccionarios [B-NSET] desordenados [B-ELCHAR] . [O]","Polinomio de séptimo grado completo, con ocho términos, con coeficiente principal (4/3), con coeficientes fraccionarios desordenados.",SUM MUL VF POW x 3 E VF MUL VF POW x 6 E MUL VF POW x 5 E MUL VF POW x 2 E MUL VF x E MUL FRAC 4 3 POW x 7 E MUL VF POW x 4 E E,VFx^{3} + VF + VFx^{6} + VFx^{5} + VFx^{2} + VFx + VFx^{7} + VFx^{4},\frac{17}{6}x^{3} + \frac{7}{5} + \frac{5}{11}x^{6} + \frac{10}{10}x^{5} + \frac{11}{4}x^{2} + \frac{5}{19}x + \frac{4}{3}x^{7} + \frac{10}{4}x^{4}
165,reconocer entidades nombradas: Polinomio de octavo grado incompleto,Polinomio [B-EXTYPE] de [O] octavo [B-ATVAL] grado [B-ATRIB] incompleto [B-EXCHAR],Polinomio de octavo grado incompleto,SUM NEG MUL VR POW x 8 E MUL VR POW x 7 E NEG MUL VR POW x 6 E MUL VR POW x 5 E NEG MUL VR POW x 4 E NEG MUL VR POW x 3 E MUL VR POW x 2 E MUL VR x E VR E,- VRx^{8} + VRx^{7} - VRx^{6} + VRx^{5} - VRx^{4} - VRx^{3} + VRx^{2} + VRx + VR,- 48x^{8} + \frac{6}{2}x^{7} - \frac{5}{9}x^{6} + 28x^{5} - 32.6x^{4} - 4.9x^{3} + 9x^{2} + 31x + 47.6
170,reconocer entidades nombradas: Un polinomio completo y desordenado de octavo grado con coeficientes fraccionarios y decimales positivos,Un [O] polinomio [B-EXTYPE] completo [B-EXCHAR] y [O] desordenado [B-EXCHAR] de [O] octavo [B-ATVAL] grado [B-ATRIB] con [O] coeficientes [B-ELEM] fraccionarios [B-NSET] y [O] decimales [B-NSET] positivos [B-ELCHAR],Un polinomio completo y desordenado de octavo grado con coeficientes fraccionarios y decimales positivos,SUM MUL VR POW x 3 E MUL VR POW x 2 E VR MUL VR POW x 6 E MUL VR POW x 4 E MUL VR x E MUL VR POW x 7 E MUL VR POW x 5 E MUL VR POW x 8 E E,VRx^{3} + VRx^{2} + VR + VRx^{6} + VRx^{4} + VRx + VRx^{7} + VRx^{5} + VRx^{8},\frac{4}{7}x^{3} + \frac{8}{4}x^{2} + 26.8 + 38.7x^{6} + \frac{9}{1}x^{4} + \frac{10}{9}x + \frac{8}{3}x^{7} + \frac{1}{4}x^{5} + 25.0x^{8}
280,"reconocer entidades nombradas: Polinomio de octavo grado completo, con 9 términos, está en orden","Polinomio [B-EXTYPE] de [O] octavo [B-ATVAL] grado [B-ATRIB] completo [B-EXCHAR] , [O] con [O] 9 [B-ELCOUNT] términos [B-ELEM] , [O] está [O] en [B-EXCHAR] orden [I-EXCHAR]","Polinomio de octavo grado completo, con 9 términos, está en orden",SUM MUL VR POW x 8 E MUL VR POW x 7 E MUL VR POW x 6 E MUL VR POW x 5 E MUL VR POW x 4 E MUL VR POW x 3 E MUL VR POW x 2 E MUL VR x E VR E,VRx^{8} + VRx^{7} + VRx^{6} + VRx^{5} + VRx^{4} + VRx^{3} + VRx^{2} + VRx + VR,41.6x^{8} + 17.7x^{7} + \frac{8}{4}x^{6} + 19x^{5} + 40x^{4} + \frac{1}{6}x^{3} + 14x^{2} + \frac{7}{2}x + 26
417,reconocer entidades nombradas: Polinomio de octavo grado completo y en orden ascendente,Polinomio [B-EXTYPE] de [O] octavo [B-ATVAL] grado [B-ATRIB] completo [B-EXCHAR] y [O] en [O] orden [B-ATRIB] ascendente [B-ATVAL],Polinomio de octavo grado completo y en orden ascendente,SUM VR NEG MUL VR x E MUL VR POW x 2 E NEG MUL VR POW x 3 E MUL VR POW x 4 E NEG MUL VR POW x 5 E MUL VR POW x 6 E NEG MUL VR POW x 7 E NEG MUL VR POW x 8 E E,VR - VRx + VRx^{2} - VRx^{3} + VRx^{4} - VRx^{5} + VRx^{6} - VRx^{7} - VRx^{8},\frac{7}{1} - 25x + 4x^{2} - 46.3x^{3} + 3x^{4} - \frac{5}{8}x^{5} + \frac{9}{8}x^{6} - \frac{8}{1}x^{7} - \frac{5}{1}x^{8}
417,reconocer entidades nombradas: Polinomio de números fraccionarios completo y de octavo grado. El orden de las potencias es ascendente,Polinomio [B-EXTYPE] de [O] números [B-ELEM] fraccionarios [B-NSET] completo [B-EXCHAR] y [O] de [O] grado [B-ATRIB] 8. [B-ATVAL] El [O] orden [B-ATRIB] de [O] las [O] potencias [O] es [O] ascendente [B-ATVAL],Polinomio de números fraccionarios completo y de octavo grado. El orden de las potencias es ascendente,SUM VR NEG MUL VR x E MUL VR POW x 2 E NEG MUL VR POW x 3 E MUL VR POW x 4 E NEG MUL VR POW x 5 E MUL VR POW x 6 E NEG MUL VR POW x 7 E NEG MUL VR POW x 8 E E,VR - VRx + VRx^{2} - VRx^{3} + VRx^{4} - VRx^{5} + VRx^{6} - VRx^{7} - VRx^{8},\frac{7}{1} - 25x + 4x^{2} - 46.3x^{3} + 3x^{4} - \frac{5}{8}x^{5} + \frac{9}{8}x^{6} - \frac{8}{1}x^{7} - \frac{5}{1}x^{8}
492,reconocer entidades nombradas: Un polinomio desordenado de octavo grado,Un [O] polinomio [B-EXTYPE] desordenado [B-EXCHAR] de [O] octavo [B-ATVAL] grado [B-ATRIB],Un polinomio desordenado de octavo grado,SUM MUL VR POW x 6 E MUL VR x E MUL VR POW x 2 E MUL VR POW x 4 E MUL VR POW x 3 E MUL VR POW x 5 E MUL VR POW x 8 E MUL VR POW x 7 E VR E,VRx^{6} + VRx + VRx^{2} + VRx^{4} + VRx^{3} + VRx^{5} + VRx^{8} + VRx^{7} + VR,\frac{2}{8}x^{6} + 22x + \frac{2}{10}x^{2} + \frac{10}{4}x^{4} + \frac{1}{6}x^{3} + \frac{9}{1}x^{5} + 42x^{8} + x^{7} + 14.6
560,reconocer entidades nombradas: polinomio de octavo grado,polinomio [B-EXTYPE] de [O] octavo [B-ATVAL] grado [B-ATRIB],polinomio de octavo grado,SUM MUL VR POW x 7 E MUL VR POW x 8 E MUL VR POW x 5 E MUL VR POW x 2 E MUL VR POW x 4 E VR MUL VR POW x 3 E MUL VR x E MUL VR POW x 6 E E,VRx^{7} + VRx^{8} + VRx^{5} + VRx^{2} + VRx^{4} + VR + VRx^{3} + VRx + VRx^{6},\frac{3}{7}x^{7} + 30.0x^{8} + \frac{9}{9}x^{5} + 18x^{2} + \frac{1}{5}x^{4} + 39 + \frac{3}{2}x^{3} + 38.9x + \frac{8}{4}x^{6}
